name,set,availability,rarity,rating,num_votes,categories,pic
Mogul Master (CAN),Winter Ski,Shop,Epic,3.5,750.0,"['Female', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-mogul-master-can-featured-png-300x300.png
Mogul Master (CHN),Winter Ski,Shop,Epic,3.1,552.0,"['Female', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-mogul-master-chn-icon-png-300x300.png
Mogul Master (FRA),Winter Ski,Shop,Epic,3.1,521.0,"['Female', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-mogul-master-fra-icon-png-300x300.png
Mogul Master (GBR),Winter Ski,Shop,Epic,3.3,571.0,"['Female', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-mogul-master-gbr-icon-png-300x300.png
Mogul Master (GER),Winter Ski,Shop,Epic,3.2,563.0,"['Female', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-mogul-master-ger-icon-png-300x300.png
Mogul Master (KOR),Winter Ski,Shop,Epic,3.2,538.0,"['Female', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-mogul-master-kor-featured-png-300x300.png
Mogul Master (USA),Winter Ski,Shop,Epic,3.2,558.0,"['Female', 'Skiing', 'Sports']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-mogul-master-usa-icon-png-300x300.png
Moisty Merman,Moisty Merman,Shop,Legendary,3.1,4400.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2018/08/fortnite-moisty-merman-style-orange-450x450.jpg
Molten Battle Hound,Lava Legends,Bundle,Lava,3.8,4300.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-molten-battle-hound-icon-png-300x300.png
Molten Valkyrie,Lava Legends,Bundle,Lava,3.6,3000.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-molten-valkyrie-icon-png-300x300.png
Monks,Sock 'Em,Shop,Rare,3.7,1700.0,['Female'],https://progameguides.com/wp-content/uploads/2019/12/fortnite-monks-skin-featured-300x300.png
Moonwalker,Space Explorers,Battle Pass,Epic,3.0,2900.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-moonwalker-icon-png-300x300.png
Morro,Courageous Era,Shop,Epic,3.2,154.0,[],https://progameguides.com/wp-content/uploads/2020/09/fortnite-morroa-skin-icon-300x300.png
Mothmando,Moth Command,Shop,Epic,2.8,3100.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-mothmando-featured-png-300x300.png
Moxie,TKO,Shop,Rare,3.8,2000.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/09/fortnite-moxie-skin-featured-300x300.png
Mullet Marauder,Spandex Squad,Shop,Epic,2.1,2800.0,['Male'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-mullet-marauder-skin-featured-300x300.png
Munitions Expert,Munitions Expert,Shop,Rare,3.4,3600.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-munitions-expert-icon-png-300x300.png
Mystify,Cryptic,Shop,Rare,3.4,822.0,['Female'],https://progameguides.com/wp-content/uploads/2020/02/fortnite-mystify-skin-icon-300x300.png
Mystique,Mystique,Battle Pass,Marvel,3.9,1500.0,"['Crossover', 'Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/08/fortnite-mystique-skin-icon-300x300.png
Nap Cap’n,Bedhead Brigade,Shop,Rare,3.4,90.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/11/fortnite-nap-capn-featured-300x300.png
Nara,Storm Familiars,Shop,Epic,3.3,3000.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-nara-featured-png-300x300.png
Nightlife,Party Style,Shop,Epic,3.6,1000.0,"['Female', 'Reactive']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-nightlife-skin-icon-300x300.png
Nightshade,Pizza Pit,Battle Pass,Epic,2.2,3500.0,['Female'],https://progameguides.com/wp-content/uploads/2018/09/fortnite-outfit-nightshade.jpg
Nightsurf Bomber,Crypt Crashers,Bundle,Epic,3.8,402.0,"['Bomber', 'Female', 'Halloween', 'Holidays']",https://progameguides.com/wp-content/uploads/2020/10/fortnite-nightsurf-bomber-icon-300x300.png
Ninja,Ninja,Shop,Icon,3.6,2400.0,"['Crossover', 'Male', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2020/01/fortnite-ninja-skin-icon-300x300.png
Nite Gunner,Lightning & Thunderstorms,Shop,Shadow,3.6,531.0,['Male'],https://progameguides.com/wp-content/uploads/2020/06/fortnite-nite-gunner-featured-skin-300x300.png
Nite Nite,Party Parade,Shop,Epic,2.8,2800.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-nite-nite-icon-png-300x300.png
Nitebeam,Stormlight,Shop,Epic,3.8,2500.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/06/fortnite-skin-nitebeam-featured-300x300.png
Nitehare,Nitehare,Shop,Epic,3.1,3200.0,"['Easter', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-nitehare-featured-png-300x300.png
Nog Ops,Merry Christmas,Shop,Uncommon,3.9,8800.0,"['Annual', 'Christmas', 'Female', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-nog-ops-featured-png-300x300.png
Noir,Hardboiled,Shop,Epic,3.1,2800.0,['Male'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-noir-featured-png-300x300.png
Ocean,Ocean Rising,Battle Pass,Epic,3.9,1100.0,['Female'],https://progameguides.com/wp-content/uploads/2020/06/fortnite-riptide-ocean-style-450x450.jpg
Omega,Omega,Battle Pass,Legendary,3.9,9300.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-omega-icon-png-300x300.png
Omen,Overseer,Shop,Legendary,3.1,3400.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-omen-featured-png-300x300.png
Onesie,Durrr Burger,Battle Pass,Epic,3.7,5100.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2018/10/fortnite-onesie-featured-png-300x300.png
Oppressor,Domination,Shop,Legendary,3.7,2400.0,"['Male', 'Robot', 'Styles']",https://progameguides.com/wp-content/uploads/2019/08/fortnite-skin-oppressor-icon-300x300.png
Original Renegade,Origins,Shop,Uncommon,3.3,91.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/11/fortnite-original-renegade-featured-300x300.png
Orin,Y-Labs-Rescue,Unreleased,Rare,3.9,85.0,['Male'],https://progameguides.com/wp-content/uploads/2021/01/Orin-Icon-300x300.png
Oro,Midas' Revenge,Shop,Legendary,3.9,6200.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/01/fortnite-oro-skin-featured-300x300.png
Outcast,Open Water,Shop,Rare,3.3,953.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-outcast-skin-featured-300x300.png
Overtaker,Vanishing Point,Shop,Epic,3.5,3600.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-overtaker-featured-png-300x300.png
P-1000,Bunker Days,Bundle,Epic,3.5,1500.0,['Robot'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-p-1000-skin-icon-300x300.png
P.A.N.D.A. Team Leader,P.A.N.D.A. Team Leader,Bundle,Legendary,3.6,4100.0,"['Female', 'Team Leaders']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-panda-team-leader-icon-png-300x300.png
Par Patroller,Rough Raiders,Shop,Uncommon,3.7,680.0,"['Female', 'Golf', 'Sports']",https://progameguides.com/wp-content/uploads/2020/06/fortnite-par-patroller-skin-featured-300x300.png
Party Diva,Party Style,Shop,Epic,3.3,278.0,"['Female', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2020/07/fortnite-party-diva-skin-featured-300x300.png
Party MVP,Party Style,Shop,Epic,3.2,260.0,"['Female', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2020/07/fortnite-party-mvp-skin-icon-300x300.png
Party Star,Party Style,Shop,Epic,2.8,210.0,"['Female', 'Reactive', 'Styles']",https://progameguides.com/wp-content/uploads/2020/07/fortnite-party-star-skin-featured-300x300.png
Pastel,Pastel Patrol,Shop,Uncommon,3.8,4300.0,"['Easter', 'Female', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-pastel-icon-png-300x300.png
Patch,Carving Crew,Shop,Rare,3.7,298.0,"['Female', 'Halloween', 'Holidays', 'Styles']",https://progameguides.com/wp-content/uploads/2020/10/fortnite-patch-featured-300x300.png
Patch Patroller,Pumpkin Patch,Shop,Uncommon,2.7,3700.0,"['Annual', 'Halloween', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-patch-patroller-featured-png-300x300.png
Payback,RPM,Shop,Rare,3.4,1400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-payback-skin-icon-300x300.png
Peely,Banana Bunch,Battle Pass,Epic,3.9,10300.0,"['Male', 'Reactive']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-peely-icon-png-300x300.png
Peely Bone,Banana Bunch,Shop,Epic,3.4,1800.0,"['Annual', 'Halloween', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-peely-bone-skin-icon-300x300.png
Penny,Constructor Crew,Shop,Rare,3.1,420.0,['Female'],https://progameguides.com/wp-content/uploads/2020/08/fortnite-penny-skin-icon-300x300.png
Perfect Shadow,Perfect Shadow,Bundle,Shadow,3.9,3000.0,['Male'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-perfect-shadow-skin-icon-300x300.png
Pillar,Chrysalis Crew,Shop,Rare,2.0,2000.0,['Male'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-skin-pillar-featured-300x300.png
Pinkie,Wild Hearts,Shop,Rare,2.5,960.0,"['Annual', 'Holidays', 'Male', ""Valentine's Day""]",https://progameguides.com/wp-content/uploads/2020/02/fortnite-pinkie-skin-icon-300x300.png
PJ Patroller,Cozy Command,Shop,Uncommon,0.3,1100.0,"['Annual', 'Christmas', 'Female', 'Holidays', 'Styles']",https://progameguides.com/wp-content/uploads/2019/12/fortnite-pj-patroller-skin-icon-300x300.png
PJ Pepperoni,Pizza Pit,Shop,Rare,3.4,1400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-pj-pepperoni-skin-icon-300x300.png
Plastic Patroller,Toy Soldier,Shop,Uncommon,3.6,3400.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/06/fortnite-plastic-patroller-skin-featured-1-300x300.png
Point Patroller,Point Patroller,Promotion,Rare,3.1,531.0,"['Male', 'PlayStation Plus']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-point-patroller-skin-icon-300x300.png
Poised Playmaker,Goalbound,Shop,Rare,3.7,7000.0,"['Female', 'Soccer', 'Sports', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-poised-playmaker-icon-png-300x300.png
Polar Patroller,Bear Brigade,Shop,Epic,3.6,1300.0,"['Annual', 'Christmas', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/12/fortnite-polar-patroller-skin-icon-300x300.png
Polarity,Boundless,Shop,Legendary,3.9,516.0,"['Built-in', 'Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-polarity-featured-300x300.png
Powder,Powder Patrol,Battle Pass,Epic,3.0,3100.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-powder-icon-png-300x300.png
Prickly Patroller,Prickly Patroller,Shop,Uncommon,3.3,3400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-prickly-patroller-featured-png-300x300.png
Prodigy,Calculator Crew,Promotion,Rare,2.4,3100.0,"['Male', 'PlayStation Plus']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-prodigy-icon-png-300x300.png
Professor Slurpo,Blue Crew,Shop,Slurp,2.9,904.0,['Male'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-professor-slurpo-skin-icon-300x300.png
Psion,Third Eye,Shop,Rare,2.2,2400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-psion-featured-png-300x300.png
Psycho Bandit,Mayhem,Bundle,Gaming Legends,3.8,1600.0,"['Crossover', 'Male']",https://progameguides.com/wp-content/uploads/2019/08/fortnite-psycho-bandit-skin-featured-300x300.png
Psylocke,X-Force,Shop,Marvel,4.0,3400.0,"['Crossover', 'Female']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-psylocke-skin-icon-300x300.png
Punk,Carving Crew,Shop,Epic,3.8,638.0,"['Halloween', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2020/10/fortnite-punk-featured-300x300.png
Putrid Playmaker,Dead Ball,Shop,Rare,2.9,1000.0,"['Annual', 'Female', 'Halloween', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-putrid-playmaker-skin-featured-300x300.png
Quackling,Quackle Team,Shop,Uncommon,3.4,1000.0,"['Annual', 'Easter', 'Female', 'Holidays', 'Styles']",https://progameguides.com/wp-content/uploads/2020/03/fortnite-quackling-skin-icon-300x300.png
Rabbit Raider,Pastel Patrol,Shop,Epic,3.6,3800.0,"['Annual', 'Easter', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-rabbit-raider-icon-png-300x300.png
Radiant Striker,Radiant Striker,Shop,Rare,2.2,2900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-radiant-striker-featured-png-300x300.png
Ragsy,The Leftovers,Shop,Epic,3.3,1200.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/09/fortnite-ragsy-skin-icon-300x300.png
Rally Raider,Hard Road,Shop,Rare,3.0,314.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/06/fortnite-rally-raider-skin-featured-300x300.png
Ranger,Ranger,Shop,Uncommon,2.4,2500.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-ranger-icon-png-300x300.png
Rapscallion,Jailbird,Shop,Epic,3.8,4700.0,['Female'],https://progameguides.com/wp-content/uploads/2018/05/fortnite-loading-screen-jailbirds-900x450.jpg
Ravage,Nevermore,Shop,Legendary,3.8,4700.0,['Female'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-ravage-featured-png-300x300.png
Raven,Nevermore,Shop,Legendary,3.9,10500.0,['Male'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-raven-featured-png-300x300.png
Ravenpool,Deadpool,Shop,Marvel,3.8,1600.0,"['Crossover', 'Male']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-ravenpool-skin-icon-300x300.png
Ravina,PartyLot,Shop,Rare,3.8,318.0,"['Female', 'Halloween', 'Holidays', 'Styles']",https://progameguides.com/wp-content/uploads/2020/10/fortnite-ravina-featured-300x300.png
Razor,Battle Breakers,Shop,Rare,3.6,1900.0,"['Crossover', 'Female']",https://progameguides.com/wp-content/uploads/2019/11/T-Soldier-HID-604-Athena-Commando-F-Razor-L-300x300.png
Rebel,Robo Rebels,Shop,Epic,2.8,2900.0,"['Female', 'Robot']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-rebel-featured-png-300x300.png
Recon Expert,Recon Expert,Shop,Rare,3.6,12000.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-recon-expert-icon-png-300x300.png
Recon Ranger,Advanced Forces,Shop,Uncommon,3.6,2100.0,['Female'],https://progameguides.com/wp-content/uploads/2019/08/fortnite-skin-recon-ranger-featured-300x300.png
Recon Scout,Recon Scout,Shop,Rare,2.4,2900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-recon-scout-icon-png-300x300.png
Recon Specialist,Recon Specialist,Shop,Rare,3.6,3900.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-recon-specialist-icon-png-300x300.png
Red Jade,Red Jade,Shop,Uncommon,3.9,4300.0,['Female'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-red-jade-skin-featured-300x300.png
Red Knight,Fort Knights,Shop,Legendary,3.9,11500.0,['Female'],https://progameguides.com/wp-content/uploads/2018/05/fortnite-loading-screen-red-knight-450x450.jpg
Red-Nosed Ranger,Red-Nosed Ranger,Shop,Uncommon,2.5,3100.0,"['Christmas', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-red-nosed-ranger-featured-png-300x300.png
Red Strike,Gold Mask,Bundle,Epic,3.5,1700.0,"['Male', 'Starter Pack']",https://progameguides.com/wp-content/uploads/2019/08/fortnite-red-strike-skin-icon-300x300.png
Redux,Revenge Redux,Shop,Rare,2.4,589.0,['Male'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-redux-skin-icon-300x300.png
Reflex,Counterattack,Shop,Rare,3.7,4000.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-reflex-featured-png-300x300.png
Relay,Relay,Shop,Uncommon,3.1,1700.0,['Male'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-relay-skin-featured-300x300.png
REM Raider,Bedhead Brigade,Shop,Rare,3.7,111.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/11/fortnite-rem-raider-featured-300x300.png
Renegade Raider,Storm Scavenger,Season Shop,Rare,3.8,13300.0,['Female'],https://progameguides.com/wp-content/uploads/2018/09/fortnite-renegade-raider-skin-featured-300x300.png
Renegade Shadow,Lone Shadow,Shop,Epic,3.6,629.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/05/fortnite-renegade-shadow-skin-featured-300x300.png
Revolt,Robo Rebels,Shop,Epic,2.8,2600.0,"['Male', 'Robot']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-revolt-featured-png-300x300.png
Rex,Dino Guard,Shop,Legendary,3.6,3900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-rex-featured-png-300x300.png
Riley,Street Spirits,Shop,Rare,3.3,1200.0,['Female'],https://progameguides.com/wp-content/uploads/2019/10/fortnite-riley-skin-icon-300x300.png
Rio Grande,Western Wilds,Shop,Rare,3.7,2000.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/08/fortnite-rio-grande-skin-featured-300x300.png
Riot,Volume 11,Shop,Rare,1.8,3400.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-riot-featured-png-300x300.png
Rippley vs Sludge,Slurp Squad,Battle Pass,Slurp,3.8,2400.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-sludge-skin-featured-244x300.png
Rogue Agent,Black Vector,Shop,Epic,3.6,4300.0,"['Male', 'Starter Pack']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-rogue-agent-icon-png-300x300.png
Rogue Spider Knight,Arachnid,Promotion,Legendary,3.9,2100.0,['Male'],https://progameguides.com/wp-content/uploads/2019/08/fortnite-rogue-spider-knight-green-style-450x450.jpg
Rook,Rook,Battle Pass,Epic,3.5,3400.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-rook-icon-png-300x300.png
Rookie Spitfire,Origins,Shop,Uncommon,3.5,108.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/11/fortnite-rookie-spirtfire-featured-300x300.png
Rose Team Leader,Rose Team,Promotion,Legendary,3.5,3700.0,"['Female', 'Team Leaders']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-rose-team-leader-icon-png-300x300.png
Rox,Sky Style,Battle Pass,Legendary,3.9,4300.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/05/fortnite-rox-skin-full-body-188x300.png
Royale Bomber,Royale Bomber,Promotion,Epic,3.1,2900.0,"['Bomber', 'Male']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-royale-bomber-icon-png-300x300.png
Royale Knight,Fort Knights,Battle Pass,Rare,3.6,4100.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-royale-knight-icon-png-300x300.png
Ruby,Street Stripes,Shop,Rare,3.9,7200.0,['Female'],https://progameguides.com/wp-content/uploads/2019/09/fortnite-ruby-skin-icon-300x300.png
Ruckus,Wasteland Warriors,Shop,Rare,2.4,2900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-ruckus-featured-png-300x300.png
Rue,Lil' Red,Shop,Rare,3.7,1000.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-rue-skin-icon-300x300.png
Ruin,Ruination,Battle Pass,Legendary,3.7,4900.0,"['Male', 'Mystery Skin']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-ruin-icon-png-300x300.png
Rush,Fourth Down,Shop,Epic,2.4,1900.0,"['Crossover', 'Female', 'Football', 'Sports', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-rush-featured-png-300x300.png
Rust Lord,Storm Scavenger,Battle Pass,Epic,3.5,3400.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-rust-lord-icon-png-300x300.png
Rustler,Wild Frontier,Shop,Rare,3.8,2900.0,['Female'],https://progameguides.com/wp-content/uploads/2019/10/fortnite-rustle-skin-icon-300x300.png
Safari,Wildest West,Shop,Rare,3.8,705.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/06/fortnite-safari-skin-icon-300x300.png
Sagan,City Center,Shop,Uncommon,3.8,358.0,"['Annual', 'Female', 'Halloween', 'Holidays']",https://progameguides.com/wp-content/uploads/2020/09/fortnite-sagan-skin-icon-300x300.png
Sanctum,Nite Coven,Shop,Epic,3.6,3400.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-sanctum-featured-png-300x300.png
Sandshark Driver,Tank Squadron,Shop,Uncommon,2.8,337.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/07/fortnite-sandshark-skin-icon-300x300.png
Sandstorm,Immortal Sands,Shop,Rare,3.8,4100.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/05/fortnite-sandstorm-skin-featured-300x300.png
Sash Sergeant,Sash Sergeant,Shop,Rare,2.8,2600.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-sash-sergeant-icon-png-300x300.png
Scarlet Commander,Nightfire,Shop,Uncommon,3.9,1400.0,['Female'],https://progameguides.com/wp-content/uploads/2020/03/fortnite-scarlet-commander-skin-icon-300x300.png
Scarlet Defender,Scarlet Defender,Shop,Uncommon,3.7,4400.0,"['Female', 'Holidays', 'Lunar New Year', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-scarlet-defender-icon-png-300x300.png
Scarlet Serpent,Serpent Strike,Shop,Rare,3.4,499.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/06/fortnite-scarlet-serpent-skin-icon-300x300.png
Scimitar,Immortal Sands,Shop,Rare,3.6,2700.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/05/fortnite-scimitar-skin-featured-300x300.png
Scorpion,Scorpion,Shop,Uncommon,3.5,3600.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-scorpion-featured-png-300x300.png
Scoundrel,Jailbird,Shop,Epic,2.6,2200.0,['Male'],https://progameguides.com/wp-content/uploads/2018/08/fortnite-scoundrel-featured-png-300x300.png
Scourge,Grim Medicine,Shop,Epic,3.7,4400.0,"['Female', 'Halloween', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-scourge-featured-png-300x300.png
Scout,Scout,Shop,Uncommon,2.3,2300.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-scout-icon-png-300x300.png
Scuba Jonesy,Dive Crew,Battle Pass,Epic,3.3,602.0,['Male'],https://progameguides.com/wp-content/uploads/2020/06/fortnite-scuba-jonesy-icon-300x300.png
Sea Wolf,Scallywags,Shop,Rare,2.6,1800.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-sea-wolf-featured-png-300x300.png
Seeker,Street Serpent,Bundle,Rare,3.8,483.0,"['Male', 'Starter Pack']",https://progameguides.com/wp-content/uploads/2020/08/fortnite-seeker-skin-featured-300x300.png
Sentinel,Battle Dynamics,Battle Pass,Legendary,2.8,3000.0,"['Male', 'Robot', 'Styles']",https://progameguides.com/wp-content/uploads/2019/05/fortnite-sentinel-skin-full-body-188x300.png
Sgt. Green Clover,Green Clover,Shop,Uncommon,3.3,3800.0,"['Annual', 'Female', 'Holidays', ""St. Patrick's Day""]",https://progameguides.com/wp-content/uploads/2019/04/fortnite-sgt-green-clover-featured-png-300x300.png
Sgt. Sigil,Banner Brigade,Shop,Uncommon,2.6,1100.0,['Female'],https://progameguides.com/wp-content/uploads/2019/07/fortnite-sgt-sigil-skin-icon-300x300.png
Sgt. Snooze,Bedhead Brigade,Shop,Rare,3.0,72.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2020/11/fortnite-sgt-snooze-featured-300x300.png
Sgt. Winter,Sgt. Winter,Battle Pass,Epic,2.9,2800.0,"['Christmas', 'Holidays', 'Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-sgt-winter-icon-png-300x300.png
Shade,Cobra Crew,Shop,Epic,2.7,2300.0,"['Female', 'Styles']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-shade-featured-png-300x300.png
Shadow Archetype,Archetype,Shop,Shadow,3.8,1500.0,['Male'],https://progameguides.com/wp-content/uploads/2020/02/fortnite-shadow-archetype-skin-icon-300x300.png
Shadow Ark,Eternal Struggle,Bundle,Shadow,3.9,1700.0,['Female'],https://progameguides.com/wp-content/uploads/2019/10/fortnite-shadow-ark-skin-icon-300x300.png
Shadow Beach Brawler,Unreleased,Unreleased,Rare,3.6,501.0,['Male'],https://progameguides.com/wp-content/uploads/2020/06/fortnite-shadow-beach-brawler-skin-icon-300x300.png
Shadow Ops,Stealth Syndicate,Shop,Epic,3.5,3300.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-shadow-ops-icon-png-300x300.png
Shadow Skully,Skull & Bows,Bundle,Shadow,3.8,1900.0,['Female'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-shadow-skully-skin-icon.png
Shadowbird,Sun Soldiers,Bundle,Shadow,3.8,2200.0,['Female'],https://progameguides.com/wp-content/uploads/2019/06/fortnite-shadowbird-skin-icon-300x300.png
Shaman,Moonbone,Shop,Epic,2.7,1800.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-shaman-featured-png-300x300.png
Jennifer Walters,She-Hulk,Battle Pass,Marvel,3.9,1000.0,"['Crossover', 'Female', 'Styles']",https://progameguides.com/wp-content/uploads/2020/08/fortnite-jennifer-walters-skin-icon-300x300.png
Shifu,Wise Warrior,Shop,Rare,3.4,1500.0,"['Holidays', 'Lunar New Year', 'Male']",https://progameguides.com/wp-content/uploads/2019/08/fortnite-skin-shifu-icon-300x300.png
Shimmer Specialist,Fab Force,Shop,Uncommon,3.0,640.0,['Female'],https://progameguides.com/wp-content/uploads/2020/05/fortnite-shimmer-specialist-skin-icon-300x300.png
Shiver,Ice Kingdom,Shop,Epic,3.7,1400.0,"['Christmas', 'Female', 'Holidays']",https://progameguides.com/wp-content/uploads/2019/12/fortnite-shiver-skin-featured-300x300.png
Shogun,Shogun,Shop,Legendary,3.3,3300.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-shogun-featured-png-300x300.png
