name,set,availability,rarity,rating,num_votes,categories,pic
World Warrior,World Cup 2019,Shop,Uncommon,3.8,2500.0,['Female'],https://progameguides.com/wp-content/uploads/2019/07/fortnite-world-warrior-skin-featured-300x300.png
Wrangler,Wild Frontier,Shop,Rare,2.4,640.0,['Male'],https://progameguides.com/wp-content/uploads/2019/10/fortnite-wrangler-skin-featured-300x300.png
Wrath,Cryptic Curse,Bundle,Rare,3.8,1400.0,"['Halloween', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/10/fortnite-wrath-skin-icon-300x300.png
Wreck Raider,Divemasters,Shop,Epic,2.6,2000.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-wreck-raider-featured-png-300x300.png
Wukong,Wukong,Shop,Legendary,3.0,2900.0,['Male'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-wukong-featured-png-300x300.png
X-Lord,Storm Scavenger,Battle Pass,Epic,3.8,3100.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/08/fortnite-skin-x-lord-featured-147x300.png
Yee-Haw!,Llama Rodeo,Shop,Epic,2.7,3200.0,['Female'],https://progameguides.com/wp-content/uploads/2019/04/fortnite-yee-haw-icon-png-300x300.png
Yellowjacket,Team Toxic,Bundle,Rare,3.9,1500.0,"['Female', 'Starter Pack']",https://progameguides.com/wp-content/uploads/2020/04/fortnite-yellowjacket-skin-icon-300x300.png
Y0ND3R,Twin Turntables,Battle Pass,Epic,3.8,3400.0,"['Male', 'Styles']",https://progameguides.com/wp-content/uploads/2019/08/fortnite-skin-Y0ND3R-featured-107x300.png
Yule Trooper,Skull Squad,Shop,Epic,3.8,1200.0,"['Annual', 'Christmas', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/12/fortnite-yule-trooper-skin-icon-300x300.png
Yuletide Ranger,Merry Christmas,Shop,Uncommon,3.3,3200.0,"['Annual', 'Christmas', 'Holidays', 'Male']",https://progameguides.com/wp-content/uploads/2019/04/fortnite-yuletide-ranger-featured-png-284x300.png
